Date : 2022-11-17 22:55:00
Directory : c:\Users\gasan\.vscode\flutter projects\kids_app
Total : 56 files,  3354 codes, 1075 comments, 413 blanks, all 4842 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| macos                                                                                                          |          5 |        441 |          3 |         12 |        456 |
| macos\Flutter                                                                                                  |          1 |         10 |          3 |          4 |         17 |
| macos\Runner                                                                                                   |          4 |        431 |          0 |          8 |        439 |
| macos\Runner\Assets.xcassets                                                                                   |          1 |         68 |          0 |          1 |         69 |
| macos\Runner\Assets.xcassets\AppIcon.appiconset                                                                |          1 |         68 |          0 |          1 |         69 |
| macos\Runner\Base.lproj                                                                                        |          1 |        343 |          0 |          1 |        344 |
| test                                                                                                           |          1 |         14 |         10 |          7 |         31 |
| web                                                                                                            |          2 |         72 |         16 |          7 |         95 |
| windows                                                                                                        |         10 |        404 |         80 |        131 |        615 |
| windows\flutter                                                                                                |          2 |          8 |          9 |         11 |         28 |
| windows\runner                                                                                                 |          8 |        396 |         71 |        120 |        587 |
+----------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
| filename                                                                                                       | language        | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
| c:\Users\gasan\.vscode\flutter projects\kids_app\README.md                                                     | Markdown        |         10 |          0 |          7 |         17 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\analysis_options.yaml                                         | YAML            |          3 |         23 |          4 |         30 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\app\build.gradle                                      | Gradle          |         55 |          6 |         13 |         74 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\app\src\debug\AndroidManifest.xml                     | XML             |          4 |          4 |          1 |          9 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\app\src\main\AndroidManifest.xml                      | XML             |         30 |          6 |          1 |         37 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\app\src\main\res\drawable-v21\launch_background.xml   | XML             |          4 |          7 |          2 |         13 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\app\src\main\res\drawable\launch_background.xml       | XML             |          4 |          7 |          2 |         13 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\app\src\main\res\values-night\styles.xml              | XML             |          9 |          9 |          1 |         19 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\app\src\main\res\values\styles.xml                    | XML             |          9 |          9 |          1 |         19 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\app\src\profile\AndroidManifest.xml                   | XML             |          4 |          4 |          1 |          9 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\build.gradle                                          | Gradle          |         27 |          0 |          5 |         32 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\gradle.properties                                     | Java Properties |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\gradle\wrapper\gradle-wrapper.properties              | Java Properties |          5 |          0 |          1 |          6 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\android\settings.gradle                                       | Gradle          |          8 |          0 |          4 |         12 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\ios\Runner\AppDelegate.swift                                  | Swift           |         12 |          0 |          2 |         14 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json   | JSON            |        122 |          0 |          1 |        123 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json | JSON            |         23 |          0 |          1 |         24 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md     | Markdown        |          3 |          0 |          2 |          5 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\ios\Runner\Base.lproj\LaunchScreen.storyboard                 | XML             |         36 |          1 |          1 |         38 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\ios\Runner\Base.lproj\Main.storyboard                         | XML             |         25 |          1 |          1 |         27 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\ios\Runner\Runner-Bridging-Header.h                           | C++             |          1 |          0 |          1 |          2 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\data\provider_for_cards.dart                              | Dart            |        131 |        299 |         39 |        469 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\domain\entities\item_entity.dart                          | Dart            |         17 |          0 |          4 |         21 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\domain\entities\item_entity.g.dart                        | Dart            |         39 |          4 |          8 |         51 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\main.dart                                                 | Dart            |         53 |          2 |          4 |         59 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\ui\container_model.dart                                   | Dart            |         15 |          0 |          4 |         19 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\ui\create_item.dart                                       | Dart            |        632 |          8 |         10 |        650 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\ui\feedack.dart                                           | Dart            |         45 |         11 |          6 |         62 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\ui\items.dart                                             | Dart            |         47 |          9 |          8 |         64 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\ui\list_for_kids.dart                                     | Dart            |        625 |        271 |         39 |        935 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\ui\lists\eat_list.dart                                    | Dart            |        296 |        129 |         15 |        440 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\lib\ui\splash_screen\splash_screen.dart                       | Dart            |          0 |         72 |         12 |         84 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\linux\flutter\generated_plugin_registrant.cc                  | C++             |          3 |          4 |          5 |         12 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\linux\flutter\generated_plugin_registrant.h                   | C++             |          5 |          5 |          6 |         16 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\linux\main.cc                                                 | C++             |          5 |          0 |          2 |          7 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\linux\my_application.cc                                       | C++             |         74 |         11 |         20 |        105 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\linux\my_application.h                                        | C++             |          7 |          7 |          5 |         19 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\macos\Flutter\GeneratedPluginRegistrant.swift                 | Swift           |         10 |          3 |          4 |         17 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\macos\Runner\AppDelegate.swift                                | Swift           |          8 |          0 |          2 |         10 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json | JSON            |         68 |          0 |          1 |         69 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\macos\Runner\Base.lproj\MainMenu.xib                          | XML             |        343 |          0 |          1 |        344 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\macos\Runner\MainFlutterWindow.swift                          | Swift           |         12 |          0 |          4 |         16 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\pubspec.yaml                                                  | YAML            |         32 |         57 |         16 |        105 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\test\widget_test.dart                                         | Dart            |         14 |         10 |          7 |         31 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\web\index.html                                                | HTML            |         37 |         16 |          6 |         59 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\web\manifest.json                                             | JSON            |         35 |          0 |          1 |         36 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\windows\flutter\generated_plugin_registrant.cc                | C++             |          3 |          4 |          5 |         12 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\windows\flutter\generated_plugin_registrant.h                 | C++             |          5 |          5 |          6 |         16 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\windows\runner\flutter_window.cpp                             | C++             |         45 |          4 |         13 |         62 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\windows\runner\flutter_window.h                               | C++             |         20 |          5 |          9 |         34 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\windows\runner\main.cpp                                       | C++             |         30 |          4 |         10 |         44 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\windows\runner\resource.h                                     | C++             |          9 |          6 |          2 |         17 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\windows\runner\utils.cpp                                      | C++             |         53 |          2 |         10 |         65 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\windows\runner\utils.h                                        | C++             |          8 |          6 |          6 |         20 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\windows\runner\win32_window.cpp                               | C++             |        183 |         15 |         48 |        246 |
| c:\Users\gasan\.vscode\flutter projects\kids_app\windows\runner\win32_window.h                                 | C++             |         48 |         29 |         22 |         99 |
| Total                                                                                                          |                 |      3,354 |      1,075 |        413 |      4,842 |
+----------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
